,Name,Cuisines,City,Rating,NumberOfReviews
1126,7 Box Noodles and Rice ,"Asian, Chinese",Makkah,3.5,20
1127,S Cafe ,"Cafe, Coffee & Tea, Desserts",Riyadh,3.9,17
1128,Beit Al Sultan Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,3.5,26
1129,Nopa Restaurant ,American,Riyadh,3.9,21
1130,BRNX Pizza ,"American, Italian",Al Khobar,3.5,34
1131,The Globe Restaurant ,"American, French, International",Riyadh,3.9,19
1132,Mamo Michelangelo ,Italian,Riyadh,3.5,34
1133,Smokey House ,American,Riyadh,3.9,21
1134,Del Mar Seafood Restaurant ,Seafood,Riyadh,3.5,10
1135,Babulal ,Indian,Riyadh,3.9,15
1136,The Grill ,"American, International",Riyadh,3.5,18
1137,Patisserie Mo Mashat ,"Bakery, Cafe, Coffee & Tea",Jeddah,3.9,8
1138,The Morning Call ,"Breakfast, Brunch",Jeddah,3.5,14
1139,Ruma Jawa ,Indonesian,Jeddah,3.9,15
1140,Grand Sapphire Indian Restaurant ,,Jeddah,3.5,16
1141,The Hub ,"International, Mediterranean",Jeddah,3.9,28
1142,Sagar Indian Restaurant ,Indian,Jeddah,3.5,33
1143,Ewan Restaurant ,"International, Asian, Vegetarian",Jeddah,3.9,13
1144,Lobby Lounge Cafe ,"Cafe, Coffee & Tea, Desserts",Jeddah,3.5,38
1145,Calzone La Mjdolanty ,Italian,Jeddah,3.9,21
1146,Tim Coffee ,"Cafe, Coffee & Tea, Desserts",Jeddah,3.5,38
1147,Ocean Restaurant ,"American, Arabic, International",Al Khobar,3.9,23
1148,San Carlo Cicchetti ,"Gluten Free Option, Italian, Vegetarian",Riyadh,3.5,44
1149,Masami Sushi Japanese Restaurant,Japanese,Riyadh,3.9,55
1150,Greek Restaurant,Greek,Madinah,3.5,32
1151,The Shrimp Factory Seafood,"Barbeque & Grill, Desserts, Juice Bar",Madinah,3.9,56
1152,Baba Khan Indian Restaurant ,Indian,Jeddah,3.5,36
1153,Naan Indian Restaurant ,Indian,Jeddah,3.8,24
1154,Trend American Restaurant ,American,Makkah,3.5,42
1155,Izomi Japanese Restaurant ,Japanese,Madinah,3.8,21
1156,Ashbiz Restaurant ,Arabic,Makkah,3.5,37
1157,American Corner Restaurant ,"American, International",Jeddah,3.8,35
1158,Four Points By Sheraton Restaurant ,International,Makkah,3.5,58
1159,Violet Hotel Restaurant,International,Makkah,3.8,54
1160,Turkish Almazaq Restaurant ,Turkish,Makkah,3.5,21
1161,Ram2ni Turkish Restaurant ,Turkish,Makkah,3.8,32
1162,Cho Cafe ,"Bakery, Barbeque & Grill, Cafe",Makkah,3.5,12
1163,Al,International,Jeddah,3.8,40
1164,The Lunchbox Indian Restaurant ,Indian,Al Khobar,3.5,35
1165,A+ Pizza ,"American, Italian",Madinah,3.8,30
1166,Route 66 Restaurant ,"Italian, American",Taif,3.5,22
1167,Hijaz Kitchens and Restaurant ,Arabic,Makkah,3.8,38
1168,Aljadeed Alhadeeth Restaurant ,Pakistani,Jeddah,3.5,44
1169,Punjabi restaurant  ,"Indian, Spanish",Jeddah,3.8,39
1170,Larosa Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,3.5,30
1171,Esso Coffee ,"Bakery, Breakfast, Cafe",Jeddah,3.8,47
1172,Grayrose Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,3.5,9
1173,Mama Rabab Seafood ,Arabic,Al Khobar,3.8,33
1174,Ariba lounge ,International,Jeddah,3.5,48
1175,Taverna Greek Restaurant ,Greek,Al Khobar,3.8,16
1176,Stita Restaurant ,Arabic,Jeddah,3.5,18
1177,Mark Cafe ,"Bakery, Cafe, Coffee & Tea",Makkah,3.8,21
1178,Ryan's Burger ,American,Jeddah,3.5,29
1179,Four Seasons ,Indian,Jeddah,3.8,25
1180,All Time Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,3.5,12
1181,Big Bun ,American,Al Khobar,3.8,17
1182,Sapphire Family Restaurant ,Indian,Jeddah,3.5,33
1183,Sultan Delight Burger ,American,Makkah,3.8,41
1184,Makany Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,3.5,24
1185,Paul Cafe and Restaurant ,French,Jeddah,3.8,42
1186,Brulee Bakery and Cafe ,"International, Vegetarian",Madinah,3.5,25
1187,Shobak Restaurant ,,Jeddah,3.8,31
1188,The Tea House ,International,Madinah,3.5,20
1189,Burgerizzr ,American,Jeddah,3.8,53
1190,Lounge 99 ,"American, Arabic",Makkah,3.5,26
1191,Layers Burger Restaurant ,American,Jeddah,3.8,34
1192,Al Hanim ,American,Makkah,3.5,11
1193,Chorisia Lounge ,International,Riyadh,3.8,12
1194,Emperator Shawarma ,Arabic,Riyadh,3.5,33
1195,Zamakan Cafe ,"Cafe, Coffee & Tea, Desserts",Riyadh,3.8,19
1196,Dayeetna ,"Arabic, Lebanese, Middle Eastern",Riyadh,3.5,18
1197,Lobby Cafe ,"Cafe, Coffee & Tea, Desserts",Madinah,3.8,35
1198,Sarabeth's ,"American, International",Riyadh,3.5,37
1199,Dr Cafe Alakaber ,"Cafe, Coffee & Tea, Desserts",AlUla,3.8,12
1200,Deewaan Restaurant ,"Pakistani, Asian",Riyadh,3.5,24
1201,L'Ami Dave ,French,Riyadh,3.8,15
1202,Lasera Lounge ,"Cafe, Coffee & Tea, Desserts",Jeddah,3.5,9
1203,Vapiano ,Italian,Jeddah,3.8,16
1204,Nilofar Park Restaurant ,International,AlUla,3.5,6
1205,Toastable ,"Breakfast, Brunch",Riyadh,3.8,6
1206,Ed's Tacos ,Mexican,Jeddah,3.5,26
1207,Al Ansar Restaurant ,International,Madinah,3.8,11
1208,Fuddruckers American Restaurant,"Barbeque & Grill, Cafe, Desserts",Madinah,3.5,32
1209,Chicken Republic Burger & Grill Restaurant ,"American, Arabic, International",Jeddah,3.8,33
1210,Paros Greek Restaurant ,"Greek, International",Riyadh,3.5,47
1211,Beeves Burger & Steak House ,"Arabic, International",Riyadh,3.8,27
1212,Le Moulin Kitchen French Cafe ,"French, International",Riyadh,3.5,27
1213,Yabrud Turkish Restaurant ,"American, Turkish, Arabic",Makkah,3.7,22
1214,MB Coffee Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,3.5,15
1215,Mizo Island Restaurant ,"American, International, Italian",Al Khobar,3.7,35
1216,Mamo Fresh Milk Bar Cafe,"Cafe, Coffee & Tea, Desserts",Makkah,3.5,35
1217,Oya Japanese Restaurant ,Japanese,Riyadh,3.7,25
1218,Le Meridien Towers Hotel Restaurant ,"Middle Eastern, Morrocan",Makkah,3.5,77
1219,Dunk N Dip Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,3.7,34
1220,New Diamond Chinese Restaurant,Chinese,Makkah,3.5,20
1221,Ola Cafe and Burger ,"Bakery, Cafe, Coffee & Tea",Makkah,3.7,13
1222,Steak House Burgers ,"American, International",Jeddah,3.5,39
1223,Angelina Cafe and Restaurant,French,Jeddah,3.7,23
1224,Gulf Chinese Restaurant ,Chinese,Jeddah,3.5,39
1225,Graffiti Burger ,American,Jeddah,3.7,25
1226,Novel Cafe & Restaurant ,International,Jeddah,3.5,28
1227,Spinzer Lasani ,"Chinese, Indian, Pakistani",Jeddah,3.7,33
1228,Lub Cafe and Bakery ,"Cafe, Coffee & Tea, Desserts",Madinah,3.5,40
1229,Felzy Restaurant & Lounge ,"American, International, Italian",Riyadh,3.7,23
1230,Case De Camrones ,"American, International",Jeddah,3.5,6
1231,Nay Restaurant and Cafe ,"International, Middle Eastern",Jeddah,3.7,16
1232,Burgoes ,American,Jeddah,3.5,18
1233,Diwaniah Restaurant ,"International, Asian",Makkah,3.7,56
1234,SeaGulls' Catch Restaurant ,Arabic,Jeddah,3.5,19
1235,Mazaj Cafe ,"American, International",Makkah,3.7,42
1236,Al Awali Restaurant ,"International, Arabic",Makkah,3.5,6
1237,Smash Burger ,American,Jeddah,3.7,28
1238,Yildizlar Lebanese Restaurant ,"Lebanese, Middle Eastern",Jeddah,3.5,31
1239,Zamzam Restaurant ,"Asian, International",Makkah,3.7,52
1240,Amo Hamza ,"Barbeque & Grill, Seafood, Takeout",Jeddah,3.5,24
1241,Mumbo Restaurant ,American,Jeddah,3.7,27
1242,Portofino Italian Restaurant ,Italian,Jeddah,3.5,23
1243,Broasted Al Koukh ,"Arabic, American",Riyadh,3.7,15
1244,Eydaam Restaurant ,Arabic,Al Khobar,3.5,19
1245,Kahve Dunyasi ,"Cafe, Coffee & Tea, Desserts",Makkah,3.7,13
1246,Mexika Restaurant ,Mexican,Riyadh,3.5,35
1247,Mizo Eatery ,"American, International, Italian",Riyadh,3.7,24
1248,CHA ,"Cafe, Coffee & Tea, Desserts",Riyadh,3.5,17
1249,Malas Kuwait ,"Arabic, Kuwaiti",Riyadh,3.7,7
1250,Guaka ,Mexican,Jeddah,3.5,9
1251,Koshary El Tahrir ,Egyption,Makkah,3.7,21
1252,Kyoto Japanese Restaurant ,Japanese,Madinah,3.5,29
1253,Tokushi Japanese Restaurant,Japanese,Madinah,3.7,29
1254,Lo Renza Restaurant and Desserts ,International,Madinah,3.5,42
1255,Shake Shack Restaurant,"American, International",Jeddah,3.6,26
1256,Bonnon Cafe ,"American, Arabic, International",Jazan,3.5,14
1257,Chili's American Restaurant ,"American, International",Jeddah,3.6,39
1258,Zaroob Restaurant ,"Arabic, Middle Eastern, Lebanese",Jeddah,3.5,26
1259,Anjappar Chettinad Indian Restaurant ,"Indian, Vegetarian",Jeddah,3.6,49
1260,Shaghf Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,3.5,20
1261,Shrimp Nation ,"American, International",Dammam,3.6,27
1262,Mumtaz Restaurant ,"Bakery, Barbeque & Grill, Breakfast",Makkah,3.5,40
1263,MA Cafe ,Italian,Jeddah,3.6,28
1264,Nosh Lounge ,"Breakfast, Cafe, Coffee & Tea",Jeddah,3.5,21
1265,Ghazal Restaurant ,"International, Lebanese, Italian",Jeddah,3.6,24
1266,Khana Khazana ,Indian,Jeddah,3.5,44
1267,Briar Cafe and Tea Room ,"Bakery, Breakfast, Cafe",Dammam,3.6,26
1268,Al Safy Restaurant & Cafe ,"Lebanese, International, Middle Eastern",Taif,3.5,19
1269,Chili’s American Restaurant ,American,Dhahran,3.6,62
1270,Olio Restaurant ,Italian,Al Khobar,3.5,16
1271,Maqadeer ,"Arabic, Middle Eastern",Jeddah,3.6,33
1272,Sbarro ,American,Makkah,3.5,25
1273,Haneeth ,"Arabic, Middle Eastern",Jeddah,3.6,26
1274,The Pizza Company ,"American, Italian",Riyadh,3.5,28
1275,Lobby Cafe ,"Cafe, Coffee & Tea, Desserts",Makkah,3.6,37
1276,Zoud Restaurant ,"Arabic, Middle Eastern",Jeddah,3.5,18
1277,Asian Restaurant ,Asian,Makkah,3.6,17
1278,Mughal Restaurant ,Pakistani,Al Khobar,3.5,20
1279,Cafe de L'esplanade ,French,Riyadh,3.6,21
1280,Beit Wared ,,Madinah,3.5,24
1281,Riverfish ,Seafood,Riyadh,3.6,8
1282,Draft Cafe ,"Cafe, Coffee & Tea, Desserts",Riyadh,3.5,10
1283,Tetra Pizza ,Italian,AlUla,3.6,8
1284,Red Chillies ,Pakistani,Jeddah,3.5,23
